,deadline,destination,end_time,net_reward,parameters,penalty,start,success
9639,25,"(4, 6)",0,18.5,"(0.9, 0.9, 0.2)",-9.5,"(5, 2)",True
9640,20,"(4, 4)",8,16.5,"(0.9, 0.9, 0.2)",-13.5,"(2, 6)",True
9641,35,"(8, 6)",30,19.0,"(0.9, 0.9, 0.2)",-3.0,"(6, 1)",True
9642,30,"(7, 6)",23,17.5,"(0.9, 0.9, 0.2)",-0.5,"(5, 2)",True
9643,30,"(8, 4)",0,22.0,"(0.9, 0.9, 0.2)",0.0,"(4, 6)",False
9644,25,"(5, 2)",8,8.0,"(0.9, 0.9, 0.2)",-14.0,"(7, 5)",True
9645,25,"(7, 1)",3,30.5,"(0.9, 0.9, 0.2)",-3.5,"(2, 1)",True
9646,30,"(7, 6)",3,26.5,"(0.9, 0.9, 0.2)",-7.5,"(1, 6)",True
9647,30,"(2, 4)",18,36.0,"(0.9, 0.9, 0.2)",-6.0,"(6, 6)",True
9648,30,"(3, 4)",0,24.0,"(0.9, 0.9, 0.2)",-2.0,"(8, 3)",False
9649,30,"(5, 5)",23,21.0,"(0.9, 0.9, 0.2)",-9.0,"(2, 2)",True
9650,40,"(2, 4)",25,21.0,"(0.9, 0.9, 0.2)",-1.0,"(8, 6)",True
9651,50,"(7, 5)",24,12.5,"(0.9, 0.9, 0.2)",-7.5,"(1, 1)",True
9652,25,"(6, 6)",0,29.0,"(0.9, 0.9, 0.2)",-9.0,"(7, 2)",True
9653,30,"(2, 5)",26,37.0,"(0.9, 0.9, 0.2)",-7.0,"(8, 5)",True
9654,35,"(3, 5)",23,13.0,"(0.9, 0.9, 0.2)",-1.0,"(7, 2)",True
9655,20,"(6, 4)",4,22.5,"(0.9, 0.9, 0.2)",-3.5,"(7, 1)",True
9656,30,"(6, 2)",5,27.5,"(0.9, 0.9, 0.2)",-4.5,"(2, 4)",True
9657,50,"(2, 1)",38,38.5,"(0.9, 0.9, 0.2)",-5.5,"(7, 6)",True
9658,35,"(2, 5)",28,23.0,"(0.9, 0.9, 0.2)",-3.0,"(5, 1)",True
9659,45,"(2, 1)",31,13.0,"(0.9, 0.9, 0.2)",-3.0,"(8, 4)",True
9660,30,"(8, 6)",21,19.5,"(0.9, 0.9, 0.2)",-6.5,"(4, 4)",True
9661,45,"(3, 5)",30,16.5,"(0.9, 0.9, 0.2)",-3.5,"(8, 1)",True
9662,20,"(1, 6)",0,14.0,"(0.9, 0.9, 0.2)",-6.0,"(2, 3)",True
9663,40,"(2, 6)",3,28.0,"(0.9, 0.9, 0.2)",-6.0,"(8, 4)",True
9664,55,"(8, 1)",0,38.0,"(0.9, 0.9, 0.2)",-12.0,"(1, 5)",False
9665,30,"(2, 1)",17,25.0,"(0.9, 0.9, 0.2)",-21.0,"(6, 3)",True
9666,20,"(5, 3)",17,12.5,"(0.9, 0.9, 0.2)",-7.5,"(7, 5)",True
9667,30,"(5, 3)",7,15.5,"(0.9, 0.9, 0.2)",-0.5,"(1, 5)",True
9668,20,"(6, 5)",17,42.0,"(0.9, 0.9, 0.2)",-4.0,"(4, 3)",True
9669,20,"(5, 2)",1,15.5,"(0.9, 0.9, 0.2)",-0.5,"(8, 1)",True
9670,20,"(6, 1)",0,26.5,"(0.9, 0.9, 0.2)",-5.5,"(5, 4)",True
9671,20,"(3, 3)",2,23.0,"(0.9, 0.9, 0.2)",-7.0,"(5, 1)",True
9672,25,"(6, 1)",7,29.0,"(0.9, 0.9, 0.2)",-5.0,"(3, 3)",True
9673,35,"(1, 1)",0,25.5,"(0.9, 0.9, 0.2)",-4.5,"(4, 5)",False
9674,25,"(5, 6)",1,30.0,"(0.9, 0.9, 0.2)",-10.0,"(3, 3)",True
9675,20,"(5, 5)",0,29.5,"(0.9, 0.9, 0.2)",-8.5,"(1, 5)",False
9676,35,"(6, 6)",29,14.0,"(0.9, 0.9, 0.2)",-6.0,"(1, 4)",True
9677,20,"(4, 3)",2,24.0,"(0.9, 0.9, 0.2)",0.0,"(7, 2)",True
9678,25,"(5, 3)",5,26.5,"(0.9, 0.9, 0.2)",-5.5,"(8, 5)",True
9679,30,"(1, 4)",5,34.5,"(0.9, 0.9, 0.2)",-3.5,"(6, 3)",True
9680,20,"(2, 3)",7,29.5,"(0.9, 0.9, 0.2)",-6.5,"(5, 4)",True
9681,20,"(2, 4)",10,25.5,"(0.9, 0.9, 0.2)",-2.5,"(1, 1)",True
9682,20,"(6, 4)",5,19.0,"(0.9, 0.9, 0.2)",-3.0,"(8, 2)",True
9683,40,"(8, 3)",25,23.5,"(0.9, 0.9, 0.2)",-4.5,"(1, 2)",True
9684,25,"(2, 3)",5,26.0,"(0.9, 0.9, 0.2)",-4.0,"(7, 3)",True
9685,25,"(8, 5)",0,21.5,"(0.9, 0.9, 0.2)",-8.5,"(4, 4)",False
9686,20,"(7, 4)",0,8.5,"(0.9, 0.9, 0.2)",-11.5,"(3, 4)",False
9687,25,"(7, 2)",0,8.0,"(0.9, 0.9, 0.2)",-8.0,"(3, 3)",True
9688,20,"(8, 3)",7,26.0,"(0.9, 0.9, 0.2)",-10.0,"(5, 2)",True
9689,50,"(1, 6)",13,25.5,"(0.9, 0.9, 0.2)",-2.5,"(6, 1)",True
9690,25,"(7, 3)",0,41.0,"(0.9, 0.9, 0.2)",-8.5,"(4, 1)",False
9691,30,"(3, 5)",0,-2.0,"(0.9, 0.9, 0.2)",-16.0,"(6, 2)",True
9692,35,"(2, 5)",21,27.5,"(0.9, 0.9, 0.2)",-12.5,"(8, 4)",True
9693,20,"(2, 5)",1,30.0,"(0.9, 0.9, 0.2)",-2.0,"(3, 2)",True
9694,35,"(7, 1)",0,34.0,"(0.9, 0.9, 0.2)",-4.0,"(4, 5)",False
9695,25,"(5, 2)",4,24.0,"(0.9, 0.9, 0.2)",-12.0,"(3, 5)",True
9696,25,"(7, 1)",25,32.5,"(0.9, 0.9, 0.2)",-5.5,"(7, 6)",True
9697,30,"(1, 5)",3,9.5,"(0.9, 0.9, 0.2)",0.0,"(5, 3)",True
9698,30,"(3, 3)",21,21.0,"(0.9, 0.9, 0.2)",-13.0,"(7, 1)",True
9699,40,"(6, 1)",0,19.0,"(0.9, 0.9, 0.2)",-3.0,"(3, 6)",False
9700,25,"(2, 2)",12,0.0,"(0.9, 0.9, 0.3)",0.0,"(6, 1)",True
9701,25,"(5, 6)",13,19.5,"(0.9, 0.9, 0.3)",-2.5,"(3, 3)",True
9702,35,"(6, 6)",7,16.5,"(0.9, 0.9, 0.3)",-5.5,"(2, 3)",True
9703,45,"(4, 6)",0,22.5,"(0.9, 0.9, 0.3)",-7.5,"(8, 1)",False
9704,30,"(2, 2)",11,27.5,"(0.9, 0.9, 0.3)",-14.5,"(7, 1)",True
9705,30,"(3, 2)",15,20.5,"(0.9, 0.9, 0.3)",-7.5,"(8, 1)",True
9706,40,"(4, 5)",8,18.5,"(0.9, 0.9, 0.3)",-5.5,"(8, 1)",True
9707,30,"(3, 5)",0,31.5,"(0.9, 0.9, 0.3)",-8.5,"(5, 1)",False
9708,55,"(7, 6)",0,18.0,"(0.9, 0.9, 0.3)",-8.0,"(1, 1)",False
9709,35,"(7, 1)",0,48.5,"(0.9, 0.9, 0.3)",-13.5,"(1, 2)",False
9710,35,"(7, 3)",22,27.5,"(0.9, 0.9, 0.3)",-6.5,"(1, 2)",True
9711,25,"(7, 2)",0,20.0,"(0.9, 0.9, 0.3)",-4.0,"(4, 4)",False
9712,25,"(1, 3)",8,12.0,"(0.9, 0.9, 0.3)",-4.0,"(3, 6)",True
9713,30,"(3, 6)",23,24.5,"(0.9, 0.9, 0.3)",-1.5,"(1, 2)",True
9714,20,"(4, 6)",1,9.0,"(0.9, 0.9, 0.3)",-5.0,"(2, 4)",True
9715,20,"(3, 4)",8,18.5,"(0.9, 0.9, 0.3)",-1.5,"(1, 2)",True
9716,25,"(4, 5)",12,18.0,"(0.9, 0.9, 0.3)",-4.0,"(1, 3)",True
9717,30,"(1, 5)",5,23.0,"(0.9, 0.9, 0.3)",-1.0,"(7, 5)",True
9718,35,"(3, 3)",5,16.5,"(0.9, 0.9, 0.3)",-7.5,"(8, 5)",True
9719,20,"(2, 3)",7,34.5,"(0.9, 0.9, 0.3)",-7.5,"(4, 1)",True
9720,25,"(6, 3)",16,19.0,"(0.9, 0.9, 0.3)",-3.0,"(2, 2)",True
9721,35,"(6, 2)",15,13.5,"(0.9, 0.9, 0.3)",-4.5,"(1, 4)",True
9722,25,"(8, 1)",0,17.5,"(0.9, 0.9, 0.3)",-4.5,"(8, 6)",True
9723,30,"(5, 6)",24,31.5,"(0.9, 0.9, 0.3)",-2.5,"(4, 1)",True
9724,20,"(5, 5)",13,16.0,"(0.9, 0.9, 0.3)",-2.0,"(2, 6)",True
9725,20,"(2, 5)",11,14.5,"(0.9, 0.9, 0.3)",-1.5,"(5, 6)",True
9726,35,"(2, 1)",29,18.0,"(0.9, 0.9, 0.3)",0.0,"(5, 5)",True
9727,25,"(6, 3)",9,16.5,"(0.9, 0.9, 0.3)",-1.5,"(3, 1)",True
9728,30,"(6, 1)",0,22.5,"(0.9, 0.9, 0.3)",-3.5,"(4, 5)",True
9729,20,"(6, 5)",11,33.5,"(0.9, 0.9, 0.3)",-2.5,"(8, 3)",True
9730,30,"(5, 1)",6,18.0,"(0.9, 0.9, 0.3)",0.0,"(7, 5)",True
9731,20,"(2, 2)",5,23.0,"(0.9, 0.9, 0.3)",-7.0,"(1, 5)",True
9732,40,"(2, 3)",19,29.0,"(0.9, 0.9, 0.3)",-1.0,"(8, 5)",True
9733,20,"(5, 2)",15,28.0,"(0.9, 0.9, 0.3)",-6.0,"(8, 3)",True
9734,20,"(3, 5)",10,15.5,"(0.9, 0.9, 0.3)",-0.5,"(6, 4)",True
9735,50,"(2, 1)",44,18.5,"(0.9, 0.9, 0.3)",-1.5,"(7, 6)",True
9736,25,"(4, 4)",10,21.0,"(0.9, 0.9, 0.3)",-1.0,"(1, 2)",True
9737,30,"(2, 2)",20,12.5,"(0.9, 0.9, 0.3)",-5.5,"(4, 6)",True
9738,35,"(2, 6)",30,20.0,"(0.9, 0.9, 0.3)",-2.0,"(4, 1)",True
9739,25,"(2, 1)",12,11.5,"(0.9, 0.9, 0.3)",-2.5,"(1, 5)",True
9740,35,"(1, 5)",24,25.5,"(0.9, 0.9, 0.3)",-0.5,"(4, 1)",True
9741,30,"(8, 2)",23,12.5,"(0.9, 0.9, 0.3)",-5.5,"(4, 4)",True
9742,25,"(4, 2)",15,23.5,"(0.9, 0.9, 0.3)",-0.5,"(8, 1)",True
9743,35,"(1, 2)",25,24.5,"(0.9, 0.9, 0.3)",-1.5,"(4, 6)",True
9744,20,"(3, 4)",2,21.0,"(0.9, 0.9, 0.3)",-3.0,"(1, 2)",True
9745,25,"(1, 6)",17,22.5,"(0.9, 0.9, 0.3)",-1.5,"(2, 2)",True
9746,25,"(5, 5)",10,18.0,"(0.9, 0.9, 0.3)",-2.0,"(1, 6)",True
9747,20,"(5, 5)",15,23.5,"(0.9, 0.9, 0.3)",-2.5,"(1, 5)",True
9748,30,"(8, 4)",22,18.0,"(0.9, 0.9, 0.3)",0.0,"(4, 2)",True
9749,20,"(5, 4)",9,22.0,"(0.9, 0.9, 0.3)",0.0,"(8, 5)",True
9750,20,"(5, 6)",0,18.0,"(0.9, 0.9, 0.3)",0.0,"(5, 2)",False
9751,30,"(2, 4)",13,9.5,"(0.9, 0.9, 0.3)",-2.5,"(8, 4)",True
9752,20,"(2, 4)",12,26.5,"(0.9, 0.9, 0.3)",-1.5,"(5, 5)",True
9753,45,"(1, 6)",0,18.0,"(0.9, 0.9, 0.3)",0.0,"(5, 1)",False
9754,25,"(6, 2)",8,19.0,"(0.9, 0.9, 0.3)",-11.0,"(1, 2)",True
9755,20,"(3, 1)",12,27.0,"(0.9, 0.9, 0.3)",-1.0,"(4, 4)",True
9756,20,"(8, 5)",8,17.0,"(0.9, 0.9, 0.3)",-1.0,"(7, 2)",True
9757,20,"(8, 6)",6,18.0,"(0.9, 0.9, 0.3)",0.0,"(4, 6)",True
9758,25,"(6, 5)",11,23.5,"(0.9, 0.9, 0.3)",-0.5,"(1, 5)",True
9759,20,"(8, 6)",8,24.5,"(0.9, 0.9, 0.3)",-1.5,"(7, 3)",True
9760,25,"(4, 6)",18,18.0,"(0.9, 0.9, 0.3)",0.0,"(2, 3)",True
9761,50,"(1, 6)",4,18.0,"(0.9, 0.9, 0.3)",-2.0,"(8, 3)",True
9762,25,"(8, 6)",25,51.5,"(0.9, 0.9, 0.3)",-8.5,"(8, 1)",True
9763,25,"(6, 5)",12,9.5,"(0.9, 0.9, 0.3)",0.0,"(3, 3)",True
9764,20,"(5, 2)",14,27.0,"(0.9, 0.9, 0.3)",-1.0,"(1, 2)",True
9765,40,"(5, 1)",10,18.5,"(0.9, 0.9, 0.3)",-1.5,"(1, 5)",True
9766,30,"(1, 4)",25,44.5,"(0.9, 0.9, 0.3)",-3.5,"(4, 1)",True
9767,55,"(1, 1)",29,19.5,"(0.9, 0.9, 0.3)",-0.5,"(7, 6)",True
9768,25,"(2, 5)",13,44.0,"(0.9, 0.9, 0.3)",-4.0,"(6, 4)",True
9769,25,"(7, 5)",21,23.0,"(0.9, 0.9, 0.3)",-1.0,"(3, 6)",True
9770,45,"(7, 1)",11,20.0,"(0.9, 0.9, 0.3)",0.0,"(1, 4)",True
9771,20,"(3, 1)",0,52.0,"(0.9, 0.9, 0.3)",-4.0,"(4, 4)",False
9772,20,"(5, 6)",17,10.5,"(0.9, 0.9, 0.3)",-1.5,"(7, 4)",True
9773,20,"(2, 4)",8,18.0,"(0.9, 0.9, 0.3)",0.0,"(4, 6)",True
9774,30,"(4, 6)",19,18.0,"(0.9, 0.9, 0.3)",0.0,"(2, 2)",True
9775,30,"(6, 1)",10,26.0,"(0.9, 0.9, 0.3)",0.0,"(3, 4)",True
9776,25,"(7, 3)",18,27.5,"(0.9, 0.9, 0.3)",-0.5,"(4, 5)",True
9777,30,"(2, 2)",11,20.0,"(0.9, 0.9, 0.3)",0.0,"(7, 1)",True
9778,20,"(6, 5)",8,16.0,"(0.9, 0.9, 0.3)",-6.0,"(5, 2)",True
9779,45,"(2, 6)",22,23.5,"(0.9, 0.9, 0.3)",-0.5,"(7, 2)",True
9780,40,"(1, 2)",23,33.5,"(0.9, 0.9, 0.3)",-4.5,"(5, 6)",True
9781,30,"(8, 5)",21,17.0,"(0.9, 0.9, 0.3)",-5.0,"(3, 4)",True
9782,25,"(4, 3)",19,18.0,"(0.9, 0.9, 0.3)",-4.0,"(8, 4)",True
9783,35,"(3, 3)",16,19.0,"(0.9, 0.9, 0.3)",-1.0,"(8, 5)",True
9784,25,"(4, 6)",12,17.5,"(0.9, 0.9, 0.3)",-8.5,"(8, 5)",True
9785,35,"(4, 6)",24,27.0,"(0.9, 0.9, 0.3)",-1.0,"(2, 1)",True
9786,35,"(2, 4)",7,22.0,"(0.9, 0.9, 0.3)",-2.0,"(8, 3)",True
9787,25,"(4, 6)",10,30.0,"(0.9, 0.9, 0.3)",-6.0,"(5, 2)",True
9788,35,"(4, 1)",20,25.5,"(0.9, 0.9, 0.3)",-0.5,"(2, 6)",True
9789,40,"(2, 2)",24,20.0,"(0.9, 0.9, 0.3)",-4.0,"(8, 4)",True
9790,30,"(3, 2)",17,30.0,"(0.9, 0.9, 0.3)",0.0,"(8, 1)",True
9791,20,"(2, 2)",12,25.0,"(0.9, 0.9, 0.3)",-1.0,"(5, 3)",True
9792,25,"(6, 1)",10,18.0,"(0.9, 0.9, 0.3)",0.0,"(4, 4)",True
9793,50,"(7, 1)",29,25.5,"(0.9, 0.9, 0.3)",-0.5,"(2, 6)",True
9794,20,"(1, 4)",7,36.0,"(0.9, 0.9, 0.3)",-2.0,"(4, 3)",True
9795,30,"(6, 3)",15,23.5,"(0.9, 0.9, 0.3)",-0.5,"(1, 2)",True
9796,40,"(8, 5)",28,22.0,"(0.9, 0.9, 0.3)",0.0,"(4, 1)",True
9797,20,"(8, 3)",17,26.0,"(0.9, 0.9, 0.3)",0.0,"(6, 5)",True
9798,20,"(2, 3)",12,18.0,"(0.9, 0.9, 0.3)",0.0,"(1, 6)",True
9799,25,"(8, 2)",2,18.0,"(0.9, 0.9, 0.3)",0.0,"(5, 4)",True
9800,30,"(5, 4)",19,0.0,"(0.9, 0.9, 0.4)",0.0,"(2, 1)",True
9801,20,"(4, 1)",0,13.5,"(0.9, 0.9, 0.4)",-6.5,"(5, 4)",False
9802,20,"(7, 3)",16,-1.0,"(0.9, 0.9, 0.4)",-9.0,"(5, 1)",True
9803,20,"(8, 5)",14,14.5,"(0.9, 0.9, 0.4)",-1.5,"(5, 6)",True
9804,30,"(7, 2)",0,18.5,"(0.9, 0.9, 0.4)",-1.5,"(5, 6)",False
9805,40,"(2, 1)",14,-2.5,"(0.9, 0.9, 0.4)",-16.5,"(8, 3)",True
9806,20,"(6, 5)",0,21.0,"(0.9, 0.9, 0.4)",-9.0,"(7, 2)",False
9807,20,"(5, 5)",12,10.0,"(0.9, 0.9, 0.4)",-8.0,"(8, 4)",True
9808,40,"(6, 6)",26,23.5,"(0.9, 0.9, 0.4)",-0.5,"(1, 3)",True
9809,30,"(7, 3)",19,25.5,"(0.9, 0.9, 0.4)",-2.5,"(3, 5)",True
9810,35,"(6, 1)",33,18.0,"(0.9, 0.9, 0.4)",-4.0,"(4, 6)",True
9811,25,"(8, 3)",0,13.5,"(0.9, 0.9, 0.4)",0.0,"(4, 2)",False
9812,40,"(4, 1)",15,11.5,"(0.9, 0.9, 0.4)",-6.5,"(8, 5)",True
9813,20,"(4, 5)",9,23.5,"(0.9, 0.9, 0.4)",-8.5,"(7, 6)",True
9814,20,"(4, 3)",0,24.0,"(0.9, 0.9, 0.4)",-2.0,"(6, 1)",True
9815,25,"(5, 1)",17,26.5,"(0.9, 0.9, 0.4)",-5.5,"(7, 4)",True
9816,20,"(4, 4)",6,15.5,"(0.9, 0.9, 0.4)",-2.5,"(1, 3)",True
9817,25,"(4, 2)",7,18.5,"(0.9, 0.9, 0.4)",-5.5,"(6, 5)",True
9818,20,"(3, 5)",5,19.5,"(0.9, 0.9, 0.4)",-6.5,"(2, 2)",True
9819,45,"(1, 2)",27,24.5,"(0.9, 0.9, 0.4)",-3.5,"(7, 5)",True
9820,25,"(6, 4)",12,23.0,"(0.9, 0.9, 0.4)",-5.0,"(3, 2)",True
9821,25,"(7, 4)",21,19.0,"(0.9, 0.9, 0.4)",-5.0,"(5, 1)",True
9822,25,"(2, 4)",14,20.0,"(0.9, 0.9, 0.4)",0.0,"(5, 6)",True
9823,45,"(8, 6)",34,17.5,"(0.9, 0.9, 0.4)",-4.5,"(1, 4)",True
9824,35,"(4, 5)",25,23.5,"(0.9, 0.9, 0.4)",-2.5,"(1, 1)",True
9825,20,"(2, 5)",7,17.0,"(0.9, 0.9, 0.4)",-3.0,"(4, 3)",True
9826,25,"(7, 6)",19,30.5,"(0.9, 0.9, 0.4)",-1.5,"(4, 4)",True
9827,25,"(1, 5)",17,20.0,"(0.9, 0.9, 0.4)",0.0,"(3, 2)",True
9828,35,"(1, 5)",0,12.0,"(0.9, 0.9, 0.4)",-4.0,"(4, 1)",False
9829,35,"(7, 6)",24,37.0,"(0.9, 0.9, 0.4)",-7.0,"(5, 1)",True
9830,40,"(2, 1)",25,26.0,"(0.9, 0.9, 0.4)",-2.0,"(8, 3)",True
9831,35,"(2, 3)",14,23.0,"(0.9, 0.9, 0.4)",-3.0,"(7, 1)",True
9832,60,"(1, 6)",23,32.0,"(0.9, 0.9, 0.4)",-4.0,"(8, 1)",True
9833,40,"(1, 2)",19,29.0,"(0.9, 0.9, 0.4)",-13.0,"(6, 5)",True
9834,35,"(8, 2)",29,13.5,"(0.9, 0.9, 0.4)",-10.5,"(2, 1)",True
9835,20,"(5, 6)",7,24.0,"(0.9, 0.9, 0.4)",0.0,"(1, 6)",True
9836,35,"(1, 3)",10,23.0,"(0.9, 0.9, 0.4)",-2.5,"(5, 6)",True
9837,35,"(6, 3)",20,36.5,"(0.9, 0.9, 0.4)",-5.5,"(2, 6)",True
9838,25,"(1, 2)",19,24.0,"(0.9, 0.9, 0.4)",-4.0,"(5, 3)",True
9839,40,"(1, 4)",24,19.0,"(0.9, 0.9, 0.4)",-1.0,"(8, 3)",True
9840,20,"(4, 4)",3,23.5,"(0.9, 0.9, 0.4)",-4.5,"(8, 4)",True
9841,30,"(6, 2)",10,19.5,"(0.9, 0.9, 0.4)",-4.5,"(3, 5)",True
9842,20,"(6, 6)",0,30.0,"(0.9, 0.9, 0.4)",-4.0,"(3, 5)",False
9843,35,"(4, 6)",10,20.5,"(0.9, 0.9, 0.4)",-3.5,"(8, 3)",True
9844,45,"(5, 6)",33,41.0,"(0.9, 0.9, 0.4)",-3.0,"(1, 1)",True
9845,35,"(7, 2)",15,21.0,"(0.9, 0.9, 0.4)",-3.0,"(1, 3)",True
9846,30,"(8, 1)",0,28.5,"(0.9, 0.9, 0.4)",-5.5,"(7, 6)",False
9847,20,"(7, 3)",17,18.0,"(0.9, 0.9, 0.4)",-8.0,"(8, 6)",True
9848,20,"(5, 6)",13,18.0,"(0.9, 0.9, 0.4)",0.0,"(8, 5)",True
9849,30,"(7, 5)",23,21.0,"(0.9, 0.9, 0.4)",-1.0,"(4, 2)",True
9850,25,"(6, 6)",9,26.0,"(0.9, 0.9, 0.4)",0.0,"(6, 1)",True
9851,50,"(2, 5)",15,36.5,"(0.9, 0.9, 0.4)",-1.5,"(8, 1)",True
9852,35,"(1, 5)",0,39.5,"(0.9, 0.9, 0.4)",-8.5,"(6, 3)",False
9853,20,"(2, 5)",17,31.0,"(0.9, 0.9, 0.4)",-7.0,"(2, 1)",True
9854,30,"(3, 5)",14,15.5,"(0.9, 0.9, 0.4)",-0.5,"(7, 3)",True
9855,35,"(1, 6)",0,34.5,"(0.9, 0.9, 0.4)",-1.5,"(5, 3)",False
9856,20,"(1, 2)",5,38.5,"(0.9, 0.9, 0.4)",-3.5,"(1, 6)",True
9857,30,"(4, 5)",11,37.0,"(0.9, 0.9, 0.4)",-1.0,"(2, 1)",True
9858,25,"(3, 1)",5,30.0,"(0.9, 0.9, 0.4)",-4.0,"(4, 5)",True
9859,25,"(8, 2)",0,33.5,"(0.9, 0.9, 0.4)",-4.5,"(3, 2)",False
9860,35,"(5, 4)",26,16.0,"(0.9, 0.9, 0.4)",-6.0,"(1, 1)",True
9861,40,"(8, 3)",26,24.5,"(0.9, 0.9, 0.4)",-1.5,"(2, 1)",True
9862,25,"(6, 5)",14,21.0,"(0.9, 0.9, 0.4)",-5.0,"(2, 4)",True
9863,20,"(5, 2)",17,22.0,"(0.9, 0.9, 0.4)",-2.0,"(8, 1)",True
9864,35,"(5, 6)",23,18.0,"(0.9, 0.9, 0.4)",0.0,"(1, 3)",True
9865,25,"(6, 5)",17,26.0,"(0.9, 0.9, 0.4)",-2.0,"(7, 1)",True
9866,25,"(6, 6)",25,25.5,"(0.9, 0.9, 0.4)",-0.5,"(6, 1)",True
9867,20,"(8, 5)",13,9.5,"(0.9, 0.9, 0.4)",0.0,"(7, 2)",True
9868,40,"(4, 5)",31,21.0,"(0.9, 0.9, 0.4)",-1.0,"(8, 1)",True
9869,20,"(5, 3)",17,22.5,"(0.9, 0.9, 0.4)",-1.5,"(2, 2)",True
9870,40,"(1, 1)",25,15.5,"(0.9, 0.9, 0.4)",-0.5,"(6, 4)",True
9871,30,"(8, 5)",17,34.5,"(0.9, 0.9, 0.4)",-1.5,"(4, 3)",True
9872,45,"(2, 1)",7,25.5,"(0.9, 0.9, 0.4)",-2.5,"(7, 5)",True
9873,20,"(7, 4)",8,65.5,"(0.9, 0.9, 0.4)",-4.5,"(3, 4)",True
9874,25,"(2, 4)",1,24.0,"(0.9, 0.9, 0.4)",-2.0,"(6, 5)",True
9875,25,"(7, 1)",10,31.5,"(0.9, 0.9, 0.4)",-6.5,"(7, 6)",True
9876,45,"(2, 3)",37,35.0,"(0.9, 0.9, 0.4)",-1.0,"(8, 6)",True
9877,35,"(4, 6)",20,20.5,"(0.9, 0.9, 0.4)",-1.5,"(8, 3)",True
9878,20,"(6, 3)",10,22.5,"(0.9, 0.9, 0.4)",-3.5,"(7, 6)",True
9879,35,"(7, 2)",20,21.5,"(0.9, 0.9, 0.4)",-2.5,"(1, 3)",True
9880,40,"(3, 6)",25,21.5,"(0.9, 0.9, 0.4)",-4.5,"(7, 2)",True
9881,30,"(7, 1)",19,26.0,"(0.9, 0.9, 0.4)",0.0,"(2, 2)",True
9882,40,"(2, 3)",25,23.5,"(0.9, 0.9, 0.4)",-0.5,"(8, 1)",True
9883,25,"(3, 5)",14,26.5,"(0.9, 0.9, 0.4)",-1.5,"(6, 3)",True
9884,30,"(1, 5)",12,24.5,"(0.9, 0.9, 0.4)",-1.5,"(7, 5)",True
9885,35,"(2, 5)",19,29.0,"(0.9, 0.9, 0.4)",-1.0,"(6, 2)",True
9886,20,"(4, 6)",9,18.0,"(0.9, 0.9, 0.4)",-6.0,"(5, 3)",True
9887,20,"(6, 5)",9,29.0,"(0.9, 0.9, 0.4)",-1.0,"(2, 5)",True
9888,30,"(2, 2)",17,21.5,"(0.9, 0.9, 0.4)",-2.5,"(8, 2)",True
9889,20,"(6, 2)",0,23.0,"(0.9, 0.9, 0.4)",-3.0,"(3, 3)",False
9890,20,"(8, 3)",0,24.0,"(0.9, 0.9, 0.4)",-4.0,"(6, 1)",False
9891,20,"(6, 3)",17,22.5,"(0.9, 0.9, 0.4)",-1.5,"(3, 4)",True
9892,25,"(2, 5)",19,18.0,"(0.9, 0.9, 0.4)",0.0,"(1, 1)",True
9893,30,"(5, 6)",6,18.0,"(0.9, 0.9, 0.4)",-2.0,"(4, 1)",True
9894,50,"(7, 1)",42,38.5,"(0.9, 0.9, 0.4)",-5.5,"(1, 5)",True
9895,25,"(2, 5)",23,20.0,"(0.9, 0.9, 0.4)",-2.0,"(3, 1)",True
9896,20,"(6, 4)",7,13.5,"(0.9, 0.9, 0.4)",-0.5,"(3, 5)",True
9897,20,"(7, 6)",15,17.0,"(0.9, 0.9, 0.4)",-5.0,"(4, 5)",True
9898,20,"(8, 5)",13,22.0,"(0.9, 0.9, 0.4)",0.0,"(7, 2)",True
9899,20,"(3, 6)",12,23.5,"(0.9, 0.9, 0.4)",-0.5,"(2, 3)",True
9900,35,"(8, 2)",0,0.0,"(0.9, 0.9, 0.5)",0.0,"(1, 2)",False
9901,25,"(3, 1)",0,-4.5,"(0.9, 0.9, 0.5)",-18.5,"(4, 5)",False
9902,25,"(5, 2)",0,-4.5,"(0.9, 0.9, 0.5)",-10.5,"(1, 3)",False
9903,30,"(5, 2)",0,-7.5,"(0.9, 0.9, 0.5)",-11.5,"(8, 5)",False
9904,25,"(1, 2)",2,-8.5,"(0.9, 0.9, 0.5)",-14.5,"(5, 1)",True
9905,20,"(5, 5)",0,7.0,"(0.9, 0.9, 0.5)",-13.0,"(3, 3)",False
9906,40,"(1, 4)",0,-11.0,"(0.9, 0.9, 0.5)",-11.0,"(7, 6)",False
9907,25,"(8, 5)",0,-5.0,"(0.9, 0.9, 0.5)",-17.0,"(3, 5)",False
9908,25,"(8, 6)",0,-6.5,"(0.9, 0.9, 0.5)",-12.5,"(6, 3)",False
9909,20,"(3, 3)",0,-7.0,"(0.9, 0.9, 0.5)",-11.0,"(4, 6)",False
9910,25,"(4, 1)",0,-4.0,"(0.9, 0.9, 0.5)",-10.0,"(5, 5)",False
9911,25,"(8, 2)",0,7.5,"(0.9, 0.9, 0.5)",-8.5,"(3, 2)",False
9912,30,"(8, 3)",0,2.5,"(0.9, 0.9, 0.5)",-11.5,"(3, 4)",False
